ZFIN:ZDB-GENE-010226-1	glial cell derived neurotrophic factor a		GO:0001755		UniProt	NCBITaxon:7955	ISS	UniProtKB:P39905	PANTHER:PTHR12173	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20110409	gdnfa
ZFIN:ZDB-GENE-030131-7098	WASP actin nucleation promoting factor b		GO:0030595		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-090311-5	PANTHER:PTHR23202	protein_coding_gene		PMID:18782862|ZFIN:ZDB-PUB-080915-12	20090311	wasb
ZFIN:ZDB-GENE-030131-7098	WASP actin nucleation promoting factor b		GO:0030593		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-090311-5	PANTHER:PTHR23202	protein_coding_gene		PMID:23868979|ZFIN:ZDB-PUB-130805-9	20140512	wasb
ZFIN:ZDB-GENE-030131-7098	WASP actin nucleation promoting factor b		GO:0048246		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-090311-5	PANTHER:PTHR23202	protein_coding_gene		PMID:23868979|ZFIN:ZDB-PUB-130805-9	20140512	wasb
ZFIN:ZDB-GENE-061013-318	neural precursor cell expressed, developmentally down-regulated 9		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002240539|UniProtKB:A0A3Q2TVN1|UniProtKB:P56945|RGD:2406|MGI:MGI:108091	PANTHER:PTHR10654	protein_coding_gene		PMID:21873635	20170427	nedd9
ZFIN:ZDB-GENE-030131-7023	capping actin protein of muscle Z-line subunit beta		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-180521-1	PANTHER:PTHR10619	protein_coding_gene		PMID:26758871|ZFIN:ZDB-PUB-160114-5	20180524	capzb
ZFIN:ZDB-GENE-100212-2	tumor necrosis factor, alpha-induced protein 3		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000332188|UniProtKB:Q9UGI0	PANTHER:PTHR13367	protein_coding_gene		PMID:21873635	20170228	tnfaip3
ZFIN:ZDB-GENE-030131-5889	nudE neurodevelopment protein 1-like 1b		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000100519|MGI:MGI:1914453|FB:FBgn0036059|MGI:MGI:1932915	PANTHER:PTHR10921	protein_coding_gene		PMID:21873635	20200807	ndel1b
ZFIN:ZDB-GENE-030131-3904	inositol polyphosphate phosphatase-like 1a		GO:0090024		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-130225-8|ZFIN:ZDB-MRPHLNO-130311-2	PANTHER:PTHR46051	protein_coding_gene		PMID:22946052|ZFIN:ZDB-PUB-120905-23	20130311	inppl1a
ZFIN:ZDB-GENE-030131-3904	inositol polyphosphate phosphatase-like 1a		GO:0090024		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-130225-9|ZFIN:ZDB-MRPHLNO-130311-1	PANTHER:PTHR46051	protein_coding_gene		PMID:22946052|ZFIN:ZDB-PUB-120905-23	20130311	inppl1a
ZFIN:ZDB-GENE-040426-687	staufen double-stranded RNA binding protein 2		GO:0008354		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-060823-3	PANTHER:PTHR46054	protein_coding_gene		PMID:16513105|ZFIN:ZDB-PUB-060313-14	20060823	stau2
ZFIN:ZDB-GENE-030131-7667	lectin, galactoside binding soluble 3a		GO:0030593		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002602519|UniProtKB:P17931	PANTHER:PTHR11346	protein_coding_gene		PMID:21873635	20190308	lgals3a
ZFIN:ZDB-GENE-030131-7667	lectin, galactoside binding soluble 3a		GO:0002548		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002602519|UniProtKB:P17931	PANTHER:PTHR11346	protein_coding_gene		PMID:21873635	20190308	lgals3a
ZFIN:ZDB-GENE-030131-7667	lectin, galactoside binding soluble 3a		GO:0048245		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002602519|UniProtKB:P17931	PANTHER:PTHR11346	protein_coding_gene		PMID:21873635	20190308	lgals3a
ZFIN:ZDB-GENE-030131-7667	lectin, galactoside binding soluble 3a		GO:0048246		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002602519|UniProtKB:P17931	PANTHER:PTHR11346	protein_coding_gene		PMID:21873635	20190308	lgals3a
ZFIN:ZDB-GENE-980526-249	wingless-type MMTV integration site family, member 11		GO:0042074		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-050318-4	PANTHER:PTHR12027	protein_coding_gene		PMID:15630025|ZFIN:ZDB-PUB-050106-5	20050322	wnt11
ZFIN:ZDB-GENE-980526-249	wingless-type MMTV integration site family, member 11		GO:0042074		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-050318-5	PANTHER:PTHR12027	protein_coding_gene		PMID:15630025|ZFIN:ZDB-PUB-050106-5	20050322	wnt11
ZFIN:ZDB-GENE-980526-227	activin A receptor type 2Aa		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-050812-3	PANTHER:PTHR23255	protein_coding_gene		PMID:15977175|ZFIN:ZDB-PUB-050701-3	20050815	acvr2aa
UniProtKB:F1QAD7	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000005674|FB:FBgn0015279|ZFIN:ZDB-GENE-040426-2532	PANTHER:PTHR10048	protein		PMID:21873635	20200807	pik3ca
ZFIN:ZDB-GENE-040426-2178	akirin 1		GO:0014839		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002665250|MGI:MGI:1915300	PANTHER:PTHR13293	protein_coding_gene		PMID:21873635	20200806	akirin1
ZFIN:ZDB-GENE-040426-2178	akirin 1		GO:0010759		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002665250|MGI:MGI:1915300	PANTHER:PTHR13293	protein_coding_gene		PMID:21873635	20200806	akirin1
ZFIN:ZDB-GENE-090313-240	zinc finger and BTB domain containing 17		GO:2000404		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-180625-1	PANTHER:PTHR23226	protein_coding_gene		PMID:28266617|ZFIN:ZDB-PUB-170308-8	20180625	zbtb17
ZFIN:ZDB-GENE-070912-32	chemokine (C-C motif) ligand 34a, duplicate 4		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR039809	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl34a.4
ZFIN:ZDB-GENE-070912-32	chemokine (C-C motif) ligand 34a, duplicate 4		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl34a.4
ZFIN:ZDB-GENE-070912-32	chemokine (C-C motif) ligand 34a, duplicate 4		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl34a.4
ZFIN:ZDB-GENE-070912-32	chemokine (C-C motif) ligand 34a, duplicate 4		GO:0002548		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|MGI:MGI:108224|UniProtKB:P13500|UniProtKB:Q9Y258|UniProtKB:P10147	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl34a.4
ZFIN:ZDB-GENE-070912-32	chemokine (C-C motif) ligand 34a, duplicate 4		GO:0030593		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|RGD:3645|UniProtKB:P10147|MGI:MGI:1097153	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl34a.4
ZFIN:ZDB-GENE-070912-32	chemokine (C-C motif) ligand 34a, duplicate 4		GO:0048247		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|UniProtKB:P47992|UniProtKB:Q9Y258|UniProtKB:P10147|RGD:3645|MGI:MGI:104593|MGI:MGI:1097153|RGD:69069	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20200808	ccl34a.4
ZFIN:ZDB-GENE-070912-32	chemokine (C-C motif) ligand 34a, duplicate 4		GO:0008009		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|UniProtKB:P13501|MGI:MGI:1099448|UniProtKB:Q99731|UniProtKB:Q9Y258|ZFIN:ZDB-GENE-110222-2|UniProtKB:O00585|UniProtKB:P80098|MGI:MGI:1349183|RGD:3646|UniProtKB:P47992|UniProtKB:P10147|MGI:MGI:104593|UniProtKB:P55773|UniProtKB:P78423|RGD:3644|RGD:69069|MGI:MGI:1097153|MGI:MGI:98260|RGD:620458|MGI:MGI:1346316|RGD:1303200|UniProtKB:P22362|UniProtKB:O00175|UniProtKB:P51671|RGD:3645|UniProtKB:O15444|RGD:620441|UniProtKB:Q99616	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20201205	ccl34a.4
ZFIN:ZDB-GENE-090313-229	caldesmon 1b		GO:0043534		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-090413-1	PANTHER:PTHR18949	protein_coding_gene		PMID:18980955|ZFIN:ZDB-PUB-081105-18	20090417	cald1b
ZFIN:ZDB-GENE-040426-2150	ras homolog gene family, member Aa		GO:1902766		AgBase	NCBITaxon:7955	ISS	UniProtKB:G1MTS2	PANTHER:PTHR24072	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20141211	rhoaa
ZFIN:ZDB-GENE-040426-2150	ras homolog gene family, member Aa		GO:1902766		AgBase	NCBITaxon:7955	ISS	UniProtKB:F1CG58	PANTHER:PTHR24072	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20141211	rhoaa
ZFIN:ZDB-GENE-040426-2150	ras homolog gene family, member Aa		GO:0044319		AgBase	NCBITaxon:7955	ISS	UniProtKB:F1CG58	PANTHER:PTHR24072	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20141211	rhoaa
ZFIN:ZDB-GENE-040426-2150	ras homolog gene family, member Aa		GO:0044319		AgBase	NCBITaxon:7955	ISS	UniProtKB:G1MTS2	PANTHER:PTHR24072	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20141211	rhoaa
ZFIN:ZDB-GENE-040426-2150	ras homolog gene family, member Aa		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001178055|ZFIN:ZDB-GENE-040322-2|MGI:MGI:1096342|FB:FBgn0014020|UniProtKB:P61586	PANTHER:PTHR24072	protein_coding_gene		PMID:21873635	20200809	rhoaa
ZFIN:ZDB-GENE-021031-4	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-980202-1211	PANTHER:PTHR10730	protein_coding_gene		PMID:23349938|ZFIN:ZDB-PUB-130201-27	20140121	plod3
ZFIN:ZDB-GENE-110222-2	chemokine (C-C motif) ligand 25b		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl25b
ZFIN:ZDB-GENE-110222-2	chemokine (C-C motif) ligand 25b		GO:0097535		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-071113-1|ZFIN:ZDB-MRPHLNO-121001-6	PANTHER:PTHR12015	protein_coding_gene		PMID:22342843|ZFIN:ZDB-PUB-120223-12	20140430	ccl25b
ZFIN:ZDB-GENE-110222-2	chemokine (C-C motif) ligand 25b		GO:2000471		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-171018-1	PANTHER:PTHR12015	protein_coding_gene		PMID:28803829|ZFIN:ZDB-PUB-170815-11	20180216	ccl25b
ZFIN:ZDB-GENE-110222-2	chemokine (C-C motif) ligand 25b		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl25b
ZFIN:ZDB-GENE-110222-2	chemokine (C-C motif) ligand 25b		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR039809	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl25b
ZFIN:ZDB-GENE-110222-2	chemokine (C-C motif) ligand 25b		GO:0008009		ZFIN	NCBITaxon:7955	IDA		PANTHER:PTHR12015	protein_coding_gene		PMID:18482437|ZFIN:ZDB-PUB-080519-8	20140731	ccl25b
ZFIN:ZDB-GENE-110222-2	chemokine (C-C motif) ligand 25b		GO:0002548		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|MGI:MGI:108224|UniProtKB:P13500|UniProtKB:Q9Y258|UniProtKB:P10147	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl25b
ZFIN:ZDB-GENE-110222-2	chemokine (C-C motif) ligand 25b		GO:0048247		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|UniProtKB:P47992|UniProtKB:Q9Y258|UniProtKB:P10147|RGD:3645|MGI:MGI:104593|MGI:MGI:1097153|RGD:69069	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20200808	ccl25b
ZFIN:ZDB-GENE-110222-2	chemokine (C-C motif) ligand 25b		GO:0008009		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|UniProtKB:P13501|MGI:MGI:1099448|UniProtKB:Q99731|UniProtKB:Q9Y258|ZFIN:ZDB-GENE-110222-2|UniProtKB:O00585|UniProtKB:P80098|MGI:MGI:1349183|RGD:3646|UniProtKB:P47992|UniProtKB:P10147|MGI:MGI:104593|UniProtKB:P55773|UniProtKB:P78423|RGD:3644|RGD:69069|MGI:MGI:1097153|MGI:MGI:98260|RGD:620458|MGI:MGI:1346316|RGD:1303200|UniProtKB:P22362|UniProtKB:O00175|UniProtKB:P51671|RGD:3645|UniProtKB:O15444|RGD:620441|UniProtKB:Q99616	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20201205	ccl25b
ZFIN:ZDB-GENE-110222-2	chemokine (C-C motif) ligand 25b		GO:0030593		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|RGD:3645|UniProtKB:P10147|MGI:MGI:1097153	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl25b
ZFIN:ZDB-GENE-110222-1	chemokine (C-C motif) ligand 25a		GO:0097535		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-071113-1|ZFIN:ZDB-MRPHLNO-121001-4	PANTHER:PTHR12015	protein_coding_gene		PMID:22342843|ZFIN:ZDB-PUB-120223-12	20140430	ccl25a
ZFIN:ZDB-GENE-110222-1	chemokine (C-C motif) ligand 25a		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR039809	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl25a
ZFIN:ZDB-GENE-110222-1	chemokine (C-C motif) ligand 25a		GO:0072679		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-121010-3	PANTHER:PTHR12015	protein_coding_gene		PMID:22842207|ZFIN:ZDB-PUB-120807-5	20121018	ccl25a
ZFIN:ZDB-GENE-110222-1	chemokine (C-C motif) ligand 25a		GO:0072679		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-121010-4	PANTHER:PTHR12015	protein_coding_gene		PMID:22842207|ZFIN:ZDB-PUB-120807-5	20121018	ccl25a
ZFIN:ZDB-GENE-110222-1	chemokine (C-C motif) ligand 25a		GO:0097535		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-121001-4	PANTHER:PTHR12015	protein_coding_gene		PMID:22342843|ZFIN:ZDB-PUB-120223-12	20140430	ccl25a
ZFIN:ZDB-GENE-110222-1	chemokine (C-C motif) ligand 25a		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR036048	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl25a
ZFIN:ZDB-GENE-110222-1	chemokine (C-C motif) ligand 25a		GO:0008009		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001811	PANTHER:PTHR12015	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201013	ccl25a
ZFIN:ZDB-GENE-110222-1	chemokine (C-C motif) ligand 25a		GO:0030593		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|RGD:3645|UniProtKB:P10147|MGI:MGI:1097153	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl25a
ZFIN:ZDB-GENE-110222-1	chemokine (C-C motif) ligand 25a		GO:0002548		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|MGI:MGI:108224|UniProtKB:P13500|UniProtKB:Q9Y258|UniProtKB:P10147	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20170228	ccl25a
ZFIN:ZDB-GENE-110222-1	chemokine (C-C motif) ligand 25a		GO:0048247		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|UniProtKB:P47992|UniProtKB:Q9Y258|UniProtKB:P10147|RGD:3645|MGI:MGI:104593|MGI:MGI:1097153|RGD:69069	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20200808	ccl25a
ZFIN:ZDB-GENE-110222-1	chemokine (C-C motif) ligand 25a		GO:0008009		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000245709|RGD:3647|UniProtKB:P13501|MGI:MGI:1099448|UniProtKB:Q99731|UniProtKB:Q9Y258|ZFIN:ZDB-GENE-110222-2|UniProtKB:O00585|UniProtKB:P80098|MGI:MGI:1349183|RGD:3646|UniProtKB:P47992|UniProtKB:P10147|MGI:MGI:104593|UniProtKB:P55773|UniProtKB:P78423|RGD:3644|RGD:69069|MGI:MGI:1097153|MGI:MGI:98260|RGD:620458|MGI:MGI:1346316|RGD:1303200|UniProtKB:P22362|UniProtKB:O00175|UniProtKB:P51671|RGD:3645|UniProtKB:O15444|RGD:620441|UniProtKB:Q99616	PANTHER:PTHR12015	protein_coding_gene		PMID:21873635	20201205	ccl25a
ZFIN:ZDB-GENE-030131-2774	BCAR1 scaffold protein, Cas family member		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002240539|UniProtKB:A0A3Q2TVN1|UniProtKB:P56945|RGD:2406|MGI:MGI:108091	PANTHER:PTHR10654	protein_coding_gene		PMID:21873635	20170427	bcar1
UniProtKB:A0A2R8Q0R5	Uncharacterized protein		GO:0001755		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|ZFIN:ZDB-GENE-990715-2|ZFIN:ZDB-GENE-050513-1|MGI:MGI:1096347|MGI:MGI:107557|ZFIN:ZDB-GENE-050513-4|MGI:MGI:107558|ZFIN:ZDB-GENE-050513-3	PANTHER:PTHR11036	protein		PMID:21873635	20200807	sema4ga
UniProtKB:A0A2R8Q0R5	Uncharacterized protein		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|MGI:MGI:107557|MGI:MGI:2387661|MGI:MGI:109244|MGI:MGI:107558|MGI:MGI:1203727|MGI:MGI:107556|UniProtKB:Q92854	PANTHER:PTHR11036	protein		PMID:21873635	20200807	sema4ga
ZFIN:ZDB-GENE-050518-2	low density lipoprotein receptor-related protein 5		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-151110-1|ZFIN:ZDB-MRPHLNO-151110-2	PANTHER:PTHR46513	protein_coding_gene		PMID:26121341|ZFIN:ZDB-PUB-150630-2	20160329	lrp5
ZFIN:ZDB-GENE-050518-2	low density lipoprotein receptor-related protein 5		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-CRISPR-151110-1|ZFIN:ZDB-CRISPR-151110-2	PANTHER:PTHR46513	protein_coding_gene		PMID:26121341|ZFIN:ZDB-PUB-150630-2	20160329	lrp5
ZFIN:ZDB-GENE-050518-2	low density lipoprotein receptor-related protein 5		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-CRISPR-151110-1	PANTHER:PTHR46513	protein_coding_gene		PMID:26121341|ZFIN:ZDB-PUB-150630-2	20160329	lrp5
ZFIN:ZDB-GENE-050518-2	low density lipoprotein receptor-related protein 5		GO:0001755		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-CRISPR-151110-2	PANTHER:PTHR46513	protein_coding_gene		PMID:26121341|ZFIN:ZDB-PUB-150630-2	20160329	lrp5
UniProtKB:A0A2R8QP16	Uncharacterized protein		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002814495|RGD:3082|MGI:MGI:104294|MGI:MGI:96969|ZFIN:ZDB-GENE-041014-1|MGI:MGI:1347244	PANTHER:PTHR24416	protein		PMID:21873635	20181025	A0A2R8QP16
ZFIN:ZDB-GENE-000201-9	anosmin 1a		GO:0048920		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-081216-1	PANTHER:PTHR14131	protein_coding_gene		PMID:18585376|ZFIN:ZDB-PUB-080701-1	20081219	anos1a
ZFIN:ZDB-GENE-000201-9	anosmin 1a		GO:0048922		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-190816-9	PANTHER:PTHR14131	protein_coding_gene		PMID:30122631|ZFIN:ZDB-PUB-180821-3	20190829	anos1a
ZFIN:ZDB-GENE-000201-9	anosmin 1a		GO:0048920		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-MRPHLNO-050324-1|ZFIN:ZDB-MRPHLNO-081216-1	PANTHER:PTHR14131	protein_coding_gene		PMID:18585376|ZFIN:ZDB-PUB-080701-1	20081219	anos1a
ZFIN:ZDB-GENE-040318-1	fibroblast growth factor 2		GO:0030334		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000160075|UniProtKB:P21781|MGI:MGI:1099809|ZFIN:ZDB-GENE-980526-178|UniProtKB:O15520|UniProtKB:P09038|MGI:MGI:95516|WB:WBGene00001185|UniProtKB:O43320|UniProtKB:P08620|UniProtKB:O76093|UniProtKB:P05230|RGD:2610|ZFIN:ZDB-GENE-990415-72	PANTHER:PTHR11486	protein_coding_gene		PMID:21873635	20201023	fgf2
ZFIN:ZDB-GENE-040318-1	fibroblast growth factor 2		GO:0010595		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002479522|UniProtKB:P09038|MGI:MGI:95516|UniProtKB:P05230	PANTHER:PTHR11486	protein_coding_gene		PMID:21873635	20201023	fgf2
ZFIN:ZDB-GENE-050208-762	si:dkey-49n23.1		GO:0001755		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|ZFIN:ZDB-GENE-990715-2|ZFIN:ZDB-GENE-050513-1|MGI:MGI:1096347|MGI:MGI:107557|ZFIN:ZDB-GENE-050513-4|MGI:MGI:107558|ZFIN:ZDB-GENE-050513-3	PANTHER:PTHR11036	protein_coding_gene		PMID:21873635	20200807	si:dkey-49n23.1
ZFIN:ZDB-GENE-050208-762	si:dkey-49n23.1		GO:0030335		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000867340|MGI:MGI:107557|MGI:MGI:2387661|MGI:MGI:109244|MGI:MGI:107558|MGI:MGI:1203727|MGI:MGI:107556|UniProtKB:Q92854	PANTHER:PTHR11036	protein_coding_gene		PMID:21873635	20200807	si:dkey-49n23.1
ZFIN:ZDB-GENE-000616-15	forkhead box H1		GO:0042074		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-080110-1	PANTHER:PTHR11829	protein_coding_gene		PMID:17719025|ZFIN:ZDB-PUB-070907-3	20080115	foxh1
ZFIN:ZDB-GENE-000616-15	forkhead box H1		GO:0042074		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-080110-2	PANTHER:PTHR11829	protein_coding_gene		PMID:17719025|ZFIN:ZDB-PUB-070907-3	20080115	foxh1
ZFIN:ZDB-GENE-030421-3	phospholipase C, gamma 1		GO:0035477		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-051214-1	PANTHER:PTHR10336	protein_coding_gene		PMID:19815777|ZFIN:ZDB-PUB-091023-30	20100430	plcg1
ZFIN:ZDB-GENE-030421-3	phospholipase C, gamma 1		GO:0010634		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000741536|RGD:3347|UniProtKB:P19174	PANTHER:PTHR10336	protein_coding_gene		PMID:21873635	20180918	plcg1
ZFIN:ZDB-GENE-040426-1526	cytochrome b-245, alpha polypeptide		GO:1990266		ZFIN	NCBITaxon:7955	IGI	ZFIN:ZDB-GENE-091120-9	PANTHER:PTHR15168	protein_coding_gene		PMID:24835391|ZFIN:ZDB-PUB-140520-14	20150910	cyba
ZFIN:ZDB-GENE-040426-1526	cytochrome b-245, alpha polypeptide		GO:0048246		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-091117-3	PANTHER:PTHR15168	protein_coding_gene		PMID:25488917|ZFIN:ZDB-PUB-141210-12	20150508	cyba
ZFIN:ZDB-GENE-040426-1504	ras homolog gene family, member Gd		GO:1902622		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002374567|ZFIN:ZDB-GENE-040625-27|MGI:MGI:97846|UniProtKB:P15153|MGI:MGI:97845|UniProtKB:P63000	PANTHER:PTHR24072	protein_coding_gene		PMID:21873635	20181128	rhogd
ZFIN:ZDB-GENE-030131-9517	Yes-related kinase		GO:0048246		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-150224-5	PANTHER:PTHR24418	protein_coding_gene		PMID:25488917|ZFIN:ZDB-PUB-141210-12	20150508	yrk
ZFIN:ZDB-GENE-030131-9517	Yes-related kinase		GO:0048246		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-150224-4	PANTHER:PTHR24418	protein_coding_gene		PMID:25488917|ZFIN:ZDB-PUB-141210-12	20150508	yrk
ZFIN:ZDB-GENE-030131-9512	coronin, actin binding protein, 1A		GO:0016477		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000091809|MGI:MGI:1345961|ZFIN:ZDB-GENE-030114-6|UniProtKB:Q9ULV4|UniProtKB:Q9BR76	PANTHER:PTHR10856	protein_coding_gene		PMID:21873635	20190308	coro1a
ZFIN:ZDB-GENE-980526-89	smoothened, frizzled class receptor		GO:0035479		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-GENO-011018-2	PANTHER:PTHR11309	protein_coding_gene		PMID:20193674|ZFIN:ZDB-PUB-100309-8	20110823	smo
ZFIN:ZDB-GENE-980526-87	wingless-type MMTV integration site family, member 5b		GO:0060030		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-090915-1|ZFIN:ZDB-MRPHLNO-100805-1	PANTHER:PTHR12027	protein_coding_gene		PMID:20660632|ZFIN:ZDB-PUB-100730-13	20100819	wnt5b
ZFIN:ZDB-GENE-980526-87	wingless-type MMTV integration site family, member 5b		GO:0001667		ZFIN	NCBITaxon:7955	IMP	ZFIN:ZDB-MRPHLNO-051207-1	PANTHER:PTHR12027	protein_coding_gene		PMID:16246260|ZFIN:ZDB-PUB-051101-8	20051208	wnt5b
