ZFIN:ZDB-GENE-030131-1033	agrin		GO:1902572		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002588955|MGI:MGI:3648654|MGI:MGI:1919682	PANTHER:PTHR10913	protein_coding_gene		PMID:21873635	20190524	agrn
ZFIN:ZDB-GENE-030131-3539	cathepsin H		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR12411	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	ctsh
ZFIN:ZDB-GENE-030131-3539	cathepsin H		GO:0008234		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0788	PANTHER:PTHR12411	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	ctsh
ZFIN:ZDB-GENE-030131-3539	cathepsin H		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR000668	PANTHER:PTHR12411	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	ctsh
ZFIN:ZDB-GENE-030131-3539	cathepsin H		GO:0008234		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR000668	PANTHER:PTHR12411	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	ctsh
ZFIN:ZDB-GENE-030131-3539	cathepsin H		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR12411	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	ctsh
ZFIN:ZDB-GENE-030131-3539	cathepsin H		GO:0051603		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000274640|MGI:MGI:107341|UniProtKB:P43235|MGI:MGI:107823|MGI:MGI:88561|UniProtKB:P25774|UniProtKB:P07711|MGI:MGI:88564|WB:WBGene00000784|UniProtKB:P07858	PANTHER:PTHR12411	protein_coding_gene		PMID:21873635	20170228	ctsh
ZFIN:ZDB-GENE-030131-3539	cathepsin H		GO:0004197		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000274640|MGI:MGI:107285|UniProtKB:P43235|WB:WBGene00000784|UniProtKB:Q8IIL0|TAIR:locus:2133402|UniProtKB:P09668|TAIR:locus:2204873|UniProtKB:P07711|FB:FBgn0013770|RGD:621509|RGD:2448|TAIR:locus:505006093|TAIR:locus:2157712|MGI:MGI:107341|UniProtKB:P07858|FB:FBgn0030521|UniProtKB:P25774	PANTHER:PTHR12411	protein_coding_gene		PMID:21873635	20170228	ctsh
ZFIN:ZDB-GENE-030131-3522	checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase		GO:0019941		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q96EP1	PANTHER:PTHR16079	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20090819	chfr
ZFIN:ZDB-GENE-030131-3522	checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase		GO:0006511		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000412551|MGI:MGI:2444898	PANTHER:PTHR16079	protein_coding_gene		PMID:21873635	20170228	chfr
ZFIN:ZDB-GENE-021206-10	coagulation factor VIIi		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24278	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f7i
ZFIN:ZDB-GENE-021206-10	coagulation factor VIIi		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018114	PANTHER:PTHR24278	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f7i
ZFIN:ZDB-GENE-021206-10	coagulation factor VIIi		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR012224	PANTHER:PTHR24278	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f7i
ZFIN:ZDB-GENE-021206-10	coagulation factor VIIi		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR033190	PANTHER:PTHR24278	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f7i
ZFIN:ZDB-GENE-021206-10	coagulation factor VIIi		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24278	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f7i
ZFIN:ZDB-GENE-021206-10	coagulation factor VIIi		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24278	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f7i
ZFIN:ZDB-GENE-021206-10	coagulation factor VIIi		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24278	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f7i
ZFIN:ZDB-GENE-021206-10	coagulation factor VIIi		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24278	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	f7i
ZFIN:ZDB-GENE-050417-470	ring finger protein 150b		GO:0006511		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001864905|PomBase:SPBC17D11.02c|SGD:S000001517|SGD:S000005373|SGD:S000002550|UniProtKB:Q86TM6|TAIR:locus:2093422|TAIR:locus:2014993|UniProtKB:Q8WWF5	PANTHER:PTHR22765	protein_coding_gene		PMID:21873635	20200808	rnf150b
UniProtKB:A0A2R8Q5M0	Uncharacterized protein		GO:0016485		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002451026|FB:FBgn0023179|UniProtKB:P16519|UniProtKB:P29122|WB:WBGene00002232|WB:WBGene00001172|UniProtKB:Q6UW60|UniProtKB:P09958|UniProtKB:A0A1D8PEG3|MGI:MGI:97511|UniProtKB:Q92824|RGD:3274|RGD:3273|UniProtKB:Q8I0V0|MGI:MGI:97513|RGD:3246|RGD:3272|MGI:MGI:97515|MGI:MGI:97512|UniProtKB:Q8I430|PomBase:SPAC22E12.09c|WB:WBGene00000088|MGI:MGI:102897|UniProtKB:Q16549|UniProtKB:Q8IHZ5	PANTHER:PTHR42884	protein		PMID:21873635	20201026	pcsk5a
UniProtKB:A0A2R8Q5M0	Uncharacterized protein		GO:0004252		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN002451026|UniProtKB:Q8IHZ5|WB:WBGene00000088|SGD:S000005182|UniProtKB:Q8I430|PomBase:SPAC22E12.09c|MGI:MGI:97512|FB:FBgn0004598|MGI:MGI:97515|FB:FBgn0004509|UniProtKB:Q8I0V0|RGD:3273|RGD:3274|MGI:MGI:97511|UniProtKB:Q92824|UniProtKB:A0A1D8PEG3|UniProtKB:P09958|UniProtKB:O05461|WB:WBGene00001172|WB:WBGene00002232|UniProtKB:P29122|UniProtKB:P16519	PANTHER:PTHR42884	protein		PMID:21873635	20201026	pcsk5a
UniProtKB:A0A2R8Q5M0	Uncharacterized protein		GO:0016486		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000082901|UniProtKB:P09958|UniProtKB:P29122|RGD:3246|MGI:MGI:97515|UniProtKB:Q92824|WB:WBGene00002232	PANTHER:PTHR42884	protein		PMID:21873635	20181029	pcsk5a
ZFIN:ZDB-GENE-050417-448	matrix metallopeptidase 23bb		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	mmp23bb
ZFIN:ZDB-GENE-050417-448	matrix metallopeptidase 23bb		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR024079	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp23bb
ZFIN:ZDB-GENE-050417-448	matrix metallopeptidase 23bb		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR006026	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp23bb
ZFIN:ZDB-GENE-050417-448	matrix metallopeptidase 23bb		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR021190	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp23bb
ZFIN:ZDB-GENE-050417-448	matrix metallopeptidase 23bb		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR021190	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp23bb
ZFIN:ZDB-GENE-050417-448	matrix metallopeptidase 23bb		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR006026	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp23bb
ZFIN:ZDB-GENE-050417-448	matrix metallopeptidase 23bb		GO:0008237		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR033739	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp23bb
ZFIN:ZDB-GENE-050417-448	matrix metallopeptidase 23bb		GO:0004222		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001818	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp23bb
ZFIN:ZDB-GENE-050417-448	matrix metallopeptidase 23bb		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001818	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	mmp23bb
ZFIN:ZDB-GENE-050417-448	matrix metallopeptidase 23bb		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR10201	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	mmp23bb
ZFIN:ZDB-GENE-050417-448	matrix metallopeptidase 23bb		GO:0004222		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001303987|UniProtKB:P45452|UniProtKB:P39900|UniProtKB:P14780|TAIR:locus:2032467|TAIR:locus:2020548|UniProtKB:P03956|FB:FBgn0033438|TAIR:locus:2130928|MGI:MGI:1341867|MGI:MGI:97011|UniProtKB:O60882|TAIR:locus:2055605|RGD:620196|MGI:MGI:101900|MGI:MGI:1340026|UniProtKB:P51512|TAIR:locus:2025891|UniProtKB:O75900|UniProtKB:Q90611|MGI:MGI:97009|UniProtKB:Q99542	PANTHER:PTHR10201	protein_coding_gene		PMID:21873635	20181120	mmp23bb
ZFIN:ZDB-GENE-990415-95	heat shock protein 90, alpha (cytosolic), class B member 1		GO:0032435		UniProt	NCBITaxon:7955	ISS	UniProtKB:P08238	PANTHER:PTHR11528	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20170224	hsp90ab1
ZFIN:ZDB-GENE-990415-93	serpin peptidase inhibitor, clade H (heat shock protein 47), member 1b		GO:0010951		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000156123|UniProtKB:P29508|FB:FBgn0002930|UniProtKB:P05121|RGD:3326|WB:WBGene00005643|UniProtKB:Q9UIV8|UniProtKB:P30740|UniProtKB:P35237|FB:FBgn0028988|UniProtKB:P50452|UniProtKB:P50453|FB:FBgn0265137|FB:FBgn0028990|RGD:3249	PANTHER:PTHR11461	protein_coding_gene		PMID:21873635	20200929	serpinh1b
ZFIN:ZDB-GENE-040704-3	RanBP-type and C3HC4-type zinc finger containing 1		GO:0043161		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN001103191|UniProtKB:Q9BYM8	PANTHER:PTHR22770	protein_coding_gene		PMID:21873635	20170228	rbck1
ZFIN:ZDB-GENE-060929-1186	SUMO peptidase family member, NEDD8 specific		GO:0008234		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR003653	PANTHER:PTHR46468	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	senp8
ZFIN:ZDB-GENE-060929-1186	SUMO peptidase family member, NEDD8 specific		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR003653	PANTHER:PTHR46468	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	senp8
ZFIN:ZDB-GENE-070705-156	MALT paracaspase 1		GO:0004197		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001309	PANTHER:PTHR22576	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	malt1
ZFIN:ZDB-GENE-070705-156	MALT paracaspase 1		GO:0004197		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR033540	PANTHER:PTHR22576	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	malt1
ZFIN:ZDB-GENE-070705-156	MALT paracaspase 1		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001309	PANTHER:PTHR22576	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	malt1
ZFIN:ZDB-GENE-990415-34	complement component bfb		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR46393	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	bfb
ZFIN:ZDB-GENE-990415-34	complement component bfb		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR011360	PANTHER:PTHR46393	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	bfb
ZFIN:ZDB-GENE-990415-34	complement component bfb		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR46393	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	bfb
ZFIN:ZDB-GENE-141216-292	serine peptidase inhibitor, Kazal type 2, tandem duplicate 2		GO:0010466		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0646	PANTHER:PTHR47729	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	spink2.2
ZFIN:ZDB-GENE-040822-18	cell division cycle 26 homolog		GO:0031145		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR018860	PANTHER:PTHR28579	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	cdc26
ZFIN:ZDB-GENE-050417-341	calpain 2, (m/II) large subunit, like		GO:0004198		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR029539	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	capn2l
ZFIN:ZDB-GENE-050417-341	calpain 2, (m/II) large subunit, like		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001300	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	capn2l
ZFIN:ZDB-GENE-050417-341	calpain 2, (m/II) large subunit, like		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR022684	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	capn2l
ZFIN:ZDB-GENE-050417-341	calpain 2, (m/II) large subunit, like		GO:0008234		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0788	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	capn2l
ZFIN:ZDB-GENE-050417-341	calpain 2, (m/II) large subunit, like		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	capn2l
ZFIN:ZDB-GENE-050417-341	calpain 2, (m/II) large subunit, like		GO:0004198		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR022684	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	capn2l
ZFIN:ZDB-GENE-050417-341	calpain 2, (m/II) large subunit, like		GO:0004198		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001300	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	capn2l
ZFIN:ZDB-GENE-050417-341	calpain 2, (m/II) large subunit, like		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	capn2l
ZFIN:ZDB-GENE-050417-341	calpain 2, (m/II) large subunit, like		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR029539	PANTHER:PTHR10183	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	capn2l
ZFIN:ZDB-GENE-050417-341	calpain 2, (m/II) large subunit, like		GO:0006508		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000021568|UniProtKB:P20807|FB:FBgn0025866|UniProtKB:P07384|RGD:2268|UniProtKB:P35750|RGD:2267|MGI:MGI:107437|FB:FBgn0012051|UniProtKB:Q8RVL2|UniProtKB:Q9HC96|MGI:MGI:88264|MGI:MGI:88263|UniProtKB:P17655|WB:WBGene00006606|RGD:69354|MGI:MGI:2181366|RGD:2269	PANTHER:PTHR10183	protein_coding_gene		PMID:21873635	20200929	capn2l
ZFIN:ZDB-GENE-050417-341	calpain 2, (m/II) large subunit, like		GO:0004198		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000021568|UniProtKB:Q9HC96|dictyBase:DDB_G0269200|MGI:MGI:88263|RGD:2267|UniProtKB:P35750|UniProtKB:P07384|FB:FBgn0025866|MGI:MGI:2181366|FB:FBgn0012051|RGD:2269|UniProtKB:P17655|MGI:MGI:107437|RGD:69354	PANTHER:PTHR10183	protein_coding_gene		PMID:21873635	20200807	capn2l
ZFIN:ZDB-GENE-050417-333	proteasome 20S subunit beta 4		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR11599	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	psmb4
ZFIN:ZDB-GENE-050417-333	proteasome 20S subunit beta 4		GO:0004298		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0888	PANTHER:PTHR11599	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	psmb4
ZFIN:ZDB-GENE-050417-333	proteasome 20S subunit beta 4		GO:0004298		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR016050	PANTHER:PTHR11599	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	psmb4
ZFIN:ZDB-GENE-050417-333	proteasome 20S subunit beta 4		GO:0004298		UniProt	NCBITaxon:7955	IEA	UniRule:UR000397755	PANTHER:PTHR11599	protein_coding_gene		ZFIN:ZDB-PUB-170525-1	20201128	psmb4
ZFIN:ZDB-GENE-050417-333	proteasome 20S subunit beta 4		GO:0051603		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR016050	PANTHER:PTHR11599	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	psmb4
ZFIN:ZDB-GENE-050417-333	proteasome 20S subunit beta 4		GO:0051603		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001353	PANTHER:PTHR11599	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	psmb4
ZFIN:ZDB-GENE-050417-333	proteasome 20S subunit beta 4		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR11599	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	psmb4
ZFIN:ZDB-GENE-050417-333	proteasome 20S subunit beta 4		GO:0043161		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000174701|SGD:S000001946|UniProtKB:Q5B698|SGD:S000000814|FB:FBgn0029134|SGD:S000002979|SGD:S000003485|SGD:S000005683|SGD:S000000137|SGD:S000004557|SGD:S000006307|FB:FBgn0002284|FB:FBgn0086134|SGD:S000005398|FB:FBgn0016697|SGD:S000005889|FB:FBgn0023175|FB:FBgn0023174|FB:FBgn0032596|SGD:S000003367|FB:FBgn0026380|SGD:S000003538|MGI:MGI:1194513|SGD:S000000896|FB:FBgn0263121|SGD:S000004931	PANTHER:PTHR11599	protein_coding_gene		PMID:21873635	20170228	psmb4
ZFIN:ZDB-GENE-050417-333	proteasome 20S subunit beta 4		GO:0004175		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000174701|UniProtKB:Q60177|SGD:S000005683|SGD:S000006307|SGD:S000003538|UniProtKB:Q58634	PANTHER:PTHR11599	protein_coding_gene		PMID:21873635	20170228	psmb4
ZFIN:ZDB-GENE-050417-333	proteasome 20S subunit beta 4		GO:0010499		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000174701|SGD:S000003538|SGD:S000000137|SGD:S000004557|SGD:S000000896|SGD:S000006307|SGD:S000004931|SGD:S000005398|SGD:S000001946|SGD:S000005889|SGD:S000000814|SGD:S000002979|SGD:S000005683|SGD:S000003485|SGD:S000003367	PANTHER:PTHR11599	protein_coding_gene		PMID:21873635	20170228	psmb4
ZFIN:ZDB-GENE-030131-3389	WD repeat domain 81		GO:0006511		UniProt	NCBITaxon:7955	ISS	UniProtKB:Q562E7	PANTHER:PTHR44662	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20170809	wdr81
ZFIN:ZDB-GENE-050417-319	proteasome 20S subunit beta 8f		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645		protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	psmb8f
ZFIN:ZDB-GENE-050417-319	proteasome 20S subunit beta 8f		GO:0051603		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR000243		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	psmb8f
ZFIN:ZDB-GENE-050417-319	proteasome 20S subunit beta 8f		GO:0006508		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645		protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	psmb8f
ZFIN:ZDB-GENE-050417-319	proteasome 20S subunit beta 8f		GO:0004298		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0888		protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	psmb8f
ZFIN:ZDB-GENE-050417-319	proteasome 20S subunit beta 8f		GO:0051603		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001353		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	psmb8f
ZFIN:ZDB-GENE-050417-319	proteasome 20S subunit beta 8f		GO:0051603		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR016050		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	psmb8f
ZFIN:ZDB-GENE-050417-319	proteasome 20S subunit beta 8f		GO:0004298		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR035705		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	psmb8f
ZFIN:ZDB-GENE-050417-319	proteasome 20S subunit beta 8f		GO:0004298		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR000243		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	psmb8f
ZFIN:ZDB-GENE-050417-319	proteasome 20S subunit beta 8f		GO:0004298		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR016050		protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	psmb8f
ZFIN:ZDB-GENE-141216-190	serine peptidase inhibitor, Kazal type 2, tandem duplicate 3		GO:0010466		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0646	PANTHER:PTHR47729	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	spink2.3
ZFIN:ZDB-GENE-141216-182	serine peptidase inhibitor, Kazal type 2, tandem duplicate 5		GO:0010466		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0646	PANTHER:PTHR47729	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	spink2.5
ZFIN:ZDB-GENE-060503-83	si:dkey-78l4.6		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-78l4.6
ZFIN:ZDB-GENE-060503-83	si:dkey-78l4.6		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-78l4.6
ZFIN:ZDB-GENE-060503-83	si:dkey-78l4.6		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-78l4.6
ZFIN:ZDB-GENE-060503-83	si:dkey-78l4.6		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001314	PANTHER:PTHR24271	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	si:dkey-78l4.6
UniProtKB:A0A2R8Q6X1	Uncharacterized protein		GO:0071596		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN000486924|SGD:S000003416|PomBase:SPAC15A10.11	PANTHER:PTHR21497	protein		PMID:21873635	20170228	A0A2R8Q6X1
ZFIN:ZDB-GENE-060224-3	corin, serine peptidase		GO:0004252		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24270	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	corin
ZFIN:ZDB-GENE-060224-3	corin, serine peptidase		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001254	PANTHER:PTHR24270	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	corin
ZFIN:ZDB-GENE-060224-2	anaphase promoting complex subunit 10		GO:0031145		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR016901	PANTHER:PTHR12936	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	anapc10
ZFIN:ZDB-GENE-060503-79	ring finger and CCCH-type domains 1b		GO:0006511		GO_Central	NCBITaxon:7955	IBA	PANTHER:PTN004405653|WB:WBGene00010923	PANTHER:PTHR13139	protein_coding_gene		PMID:21873635	20200723	rc3h1b
ZFIN:ZDB-GENE-141216-153	serine peptidase inhibitor, Kazal type 2, tandem duplicate 11		GO:0010466		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0646	PANTHER:PTHR47729	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	spink2.11
ZFIN:ZDB-GENE-141216-151	serine peptidase inhibitor, Kazal type 2, tandem duplicate 8		GO:0010466		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0646	PANTHER:PTHR47729	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	spink2.8
ZFIN:ZDB-GENE-021030-2	cyclin F		GO:0031146		UniProt	NCBITaxon:7955	ISS	UniProtKB:P41002	PANTHER:PTHR10177	protein_coding_gene		ZFIN:ZDB-PUB-110105-1	20100721	ccnf
ZFIN:ZDB-GENE-021030-1	legumain		GO:0008233		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001096	PANTHER:PTHR12000	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	lgmn
ZFIN:ZDB-GENE-021030-1	legumain		GO:0006508		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR001096	PANTHER:PTHR12000	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	lgmn
ZFIN:ZDB-GENE-021030-1	legumain		GO:0051603		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR043577	PANTHER:PTHR12000	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	lgmn
ZFIN:ZDB-GENE-021030-1	legumain		GO:0008233		ZFIN	NCBITaxon:7955	IEA	UniProtKB-KW:KW-0645	PANTHER:PTHR12000	protein_coding_gene		ZFIN:ZDB-PUB-020723-1	20201211	lgmn
ZFIN:ZDB-GENE-021030-1	legumain		GO:0004197		ZFIN	NCBITaxon:7955	IEA	InterPro:IPR043577	PANTHER:PTHR12000	protein_coding_gene		ZFIN:ZDB-PUB-020724-1	20201211	lgmn
