Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSDARG00000077300,usp42,ENSG00000230549,USP17L1
ENSDARG00000077300,usp42,ENSG00000227551,USP17L12
ENSDARG00000077300,usp42,ENSG00000232399,USP17L13
ENSDARG00000077300,usp42,ENSG00000236125,USP17L4
ENSDARG00000077300,usp42,ENSG00000223443,USP17L2
ENSDARG00000077300,usp42,ENSG00000231396,USP17L10
ENSDARG00000077300,usp42,ENSG00000237038,USP17L8
ENSDARG00000077300,usp42,ENSG00000249104,USP17L17
ENSDARG00000077300,usp42,ENSG00000226430,USP17L7
ENSDARG00000077300,usp42,ENSG00000248920,USP17L19
ENSDARG00000077300,usp42,ENSG00000249811,USP17L21
ENSDARG00000077300,usp42,ENSG00000248933,USP17L22
ENSDARG00000077300,usp42,ENSG00000233136,USP17L11
ENSDARG00000077300,usp42,ENSG00000250844,USP17L18
ENSDARG00000077300,usp42,ENSG00000250745,USP17L20
ENSDARG00000077300,usp42,ENSG00000250913,USP17L23
ENSDARG00000077300,usp42,ENSG00000232264,USP17L24
ENSDARG00000077300,usp42,ENSG00000230430,USP17L25
ENSDARG00000077300,usp42,ENSG00000229579,USP17L26
ENSDARG00000077300,usp42,ENSG00000227140,USP17L5
ENSDARG00000077300,usp42,ENSG00000235780,USP17L27
ENSDARG00000077300,usp42,ENSG00000231051,USP17L28
ENSDARG00000077300,usp42,ENSG00000231637,USP17L29
ENSDARG00000077300,usp42,ENSG00000228856,USP17L30
ENSDARG00000077300,usp42,ENSG00000225327,USP17L3
ENSDARG00000077673,wu:fb15h11,,
ENSDARG00000021033,herpud2,ENSG00000122557,HERPUD2
ENSDARG00000075517,si:ch211-120k19.1,,
ENSDARG00000005423,pgam1a,ENSG00000226784,PGAM4
ENSDARG00000005423,pgam1a,ENSG00000171314,PGAM1
ENSDARG00000021372,tob1b,ENSG00000141232,TOB1
ENSDARG00000095130,CT583652.1,,
ENSDARG00000100358,CR382300.2,ENSG00000257184,AC004080.3
ENSDARG00000100358,CR382300.2,ENSG00000078399,HOXA9
ENSDARG00000104071,hikeshi,ENSG00000149196,HIKESHI
ENSDARG00000073801,si:dkeyp-104h9.5,ENSG00000116685,KIAA2013
ENSDARG00000095654,tns3.1,ENSG00000136205,TNS3
ENSDARG00000100087,evx1,ENSG00000106038,EVX1
ENSDARG00000092404,LCT (1 of many),ENSG00000115850,LCT
ENSDARG00000092106,si:ch211-214p13.8,,
ENSDARG00000029832,slc26a1,ENSG00000145217,SLC26A1
ENSDARG00000098147,si:ch211-177d9.1,ENSG00000176769,TCERG1L
ENSDARG00000090140,tmem196b,ENSG00000173452,TMEM196
ENSDARG00000062902,TULP2,ENSG00000104804,TULP2
ENSDARG00000078012,zgc:162060,,
ENSDARG00000096545,si:ch211-191a16.5,,
ENSDARG00000034427,jpt2,ENSG00000206053,JPT2
ENSDARG00000100539,btr22,,
ENSDARG00000098494,si:ch211-145h19.3,,
ENSDARG00000090818,CACFD1,ENSG00000160325,CACFD1
ENSDARG00000027469,hsd17b1,ENSG00000108786,HSD17B1
ENSDARG00000096932,si:ch211-37e10.2,,
ENSDARG00000042428,gstt1a,ENSG00000133433,GSTT2B
ENSDARG00000042428,gstt1a,ENSG00000276950,GSTTP1
ENSDARG00000042428,gstt1a,ENSG00000099984,GSTT2
ENSDARG00000078738,NAMPT (1 of many),ENSG00000105835,NAMPT
ENSDARG00000044684,rbp4l,,
ENSDARG00000092920,si:ch211-106h4.12,,
ENSDARG00000101594,si:dkey-246j6.1,,
ENSDARG00000059128,uqcrh,ENSG00000173660,UQCRH
ENSDARG00000059128,uqcrh,ENSG00000233954,UQCRHL
ENSDARG00000044235,BX005421.1,,
ENSDARG00000010767,epha4l,ENSG00000116106,EPHA4
ENSDARG00000092161,si:dkey-261e22.4,,
ENSDARG00000005972,ric8b,ENSG00000111785,RIC8B
ENSDARG00000060835,tecpr2,ENSG00000196663,TECPR2
ENSDARG00000099337,si:ch211-209j12.2,,
ENSDARG00000070351,hoxc11a,,
ENSDARG00000031283,vamp1,ENSG00000139190,VAMP1
ENSDARG00000104307,hoxa1a,ENSG00000105991,HOXA1
ENSDARG00000014340,rab11al,,
ENSDARG00000012388,cox4i1l,,
ENSDARG00000023028,cdv3,ENSG00000091527,CDV3
ENSDARG00000102913,si:dkey-206d17.16,,
ENSDARG00000088252,si:dkey-83f18.7,,
ENSDARG00000102537,CABZ01007816.1,,
ENSDARG00000004956,zmat2,ENSG00000146007,ZMAT2
ENSDARG00000102992,btr20,,
ENSDARG00000097252,CR354429.1,,
ENSDARG00000100568,si:ch211-209j12.3,,
ENSDARG00000104205,cfhl3,,
ENSDARG00000103551,rnf213b,,
ENSDARG00000056206,camk2g2,ENSG00000148660,CAMK2G
ENSDARG00000093668,ankmy2b,ENSG00000106524,ANKMY2
ENSDARG00000031438,kcnj11l,ENSG00000187486,KCNJ11
ENSDARG00000102368,trim35-23,,
ENSDARG00000100666,ep300a,ENSG00000100393,EP300
ENSDARG00000061993,wdr74,ENSG00000133316,WDR74
ENSDARG00000101634,si:ch211-209j12.1,,
ENSDARG00000069745,slc35f2,ENSG00000110660,SLC35F2
ENSDARG00000022648,otud3,ENSG00000169914,OTUD3
ENSDARG00000092881,BX649294.1,,
ENSDARG00000105319,BX601648.1,,
ENSDARG00000075036,si:ch211-225k7.6,,
ENSDARG00000068404,tbcb,ENSG00000105254,TBCB
ENSDARG00000024090,dnajc4,ENSG00000110011,DNAJC4
ENSDARG00000051783,rplp0,ENSG00000089157,RPLP0
ENSDARG00000105091,zgc:174944,,
ENSDARG00000052594,nkiras2,ENSG00000168256,NKIRAS2
ENSDARG00000023298,rps27.1,ENSG00000177954,RPS27
ENSDARG00000105013,hoxa9a,ENSG00000257184,AC004080.3
ENSDARG00000105013,hoxa9a,ENSG00000078399,HOXA9
ENSDARG00000021480,olfml2bb,ENSG00000162745,OLFML2B
ENSDARG00000101159,si:ch73-338a16.3,,
ENSDARG00000095665,si:ch211-191a16.2,,
ENSDARG00000011521,upb1,ENSG00000100024,UPB1
ENSDARG00000095527,CR392363.2,,
ENSDARG00000075003,si:dkey-83f18.3,,
ENSDARG00000055053,itih1,ENSG00000162267,ITIH3
ENSDARG00000055053,itih1,ENSG00000055957,ITIH1
ENSDARG00000100046,si:dkey-206d17.15,,
ENSDARG00000030104,sh3bp4,ENSG00000130147,SH3BP4
ENSDARG00000094504,plekha1b,,
ENSDARG00000059963,polk,ENSG00000122008,POLK
ENSDARG00000100995,zgc:173615,,
ENSDARG00000096964,AL844141.1,,
ENSDARG00000100450,btr21,,
ENSDARG00000068551,elovl8a,,
ENSDARG00000069428,slbp2,,
ENSDARG00000075747,zfyve16,ENSG00000039319,ZFYVE16
ENSDARG00000024325,col4a3bpa,ENSG00000113163,COL4A3BP
ENSDARG00000098220,si:ch211-209j12.6,,
ENSDARG00000017617,alg6,ENSG00000088035,ALG6
ENSDARG00000078729,ackr4a,ENSG00000129048,ACKR4
ENSDARG00000053021,grsf1,ENSG00000132463,GRSF1
ENSDARG00000095748,taar18j,,
ENSDARG00000071409,arl3,ENSG00000138175,ARL3
ENSDARG00000026183,polr2eb,ENSG00000099817,POLR2E
ENSDARG00000069407,zgc:194990,ENSG00000128253,RFPL2
ENSDARG00000069407,zgc:194990,ENSG00000229292,RFPL4AL1
ENSDARG00000069407,zgc:194990,ENSG00000204618,RNF39
ENSDARG00000069407,zgc:194990,ENSG00000251258,RFPL4B
ENSDARG00000069407,zgc:194990,ENSG00000223638,RFPL4A
ENSDARG00000069407,zgc:194990,ENSG00000128250,RFPL1
ENSDARG00000069407,zgc:194990,ENSG00000128276,RFPL3
ENSDARG00000069407,zgc:194990,ENSG00000281613,AL365214.3
ENSDARG00000058154,znf385c,ENSG00000187595,ZNF385C
ENSDARG00000014898,ncbp2,ENSG00000170935,NCBP2L
ENSDARG00000014898,ncbp2,ENSG00000114503,NCBP2
ENSDARG00000103618,btr18,,
ENSDARG00000071353,si:ch211-235e9.8,,
ENSDARG00000094626,taar16b,ENSG00000237110,TAAR9
ENSDARG00000094626,taar16b,ENSG00000146385,TAAR8
ENSDARG00000094626,taar16b,ENSG00000135569,TAAR5
ENSDARG00000094626,taar16b,ENSG00000146383,TAAR6
ENSDARG00000070168,sod3a,ENSG00000109610,SOD3
ENSDARG00000093462,CR384062.1,,
ENSDARG00000100312,hoxa13a,ENSG00000106031,HOXA13
ENSDARG00000097473,zgc:113340,,
ENSDARG00000099415,CR759907.1,,
ENSDARG00000093988,BX323543.3,,
ENSDARG00000001782,prkacba,,
ENSDARG00000091961,pth1b,,
ENSDARG00000102819,znf1025,,
ENSDARG00000101365,si:cabz01021430.2,,
ENSDARG00000054237,taar16a,ENSG00000237110,TAAR9
ENSDARG00000054237,taar16a,ENSG00000146385,TAAR8
ENSDARG00000054237,taar16a,ENSG00000135569,TAAR5
ENSDARG00000054237,taar16a,ENSG00000146383,TAAR6
ENSDARG00000076265,ano8a,ENSG00000074855,ANO8
ENSDARG00000101284,CT737129.1,,
ENSDARG00000077855,znrf2a,,
ENSDARG00000018283,cyba,ENSG00000051523,CYBA
ENSDARG00000098945,CT583726.1,,
ENSDARG00000098798,CR382300.1,,
ENSDARG00000027131,tmem169a,ENSG00000163449,TMEM169
ENSDARG00000101807,si:ch211-120c15.3,ENSG00000284691,AC073111.5
ENSDARG00000061896,slco2a1,ENSG00000174640,SLCO2A1
ENSDARG00000013542,lpgat1,ENSG00000123684,LPGAT1
ENSDARG00000015088,dnajb11,ENSG00000283149,AC068631.2
ENSDARG00000015088,dnajb11,ENSG00000090520,DNAJB11
ENSDARG00000069910,gtf2f2a,ENSG00000188342,GTF2F2
ENSDARG00000098845,lrp12,ENSG00000147650,LRP12
ENSDARG00000073978,crabp2a,ENSG00000143320,CRABP2
ENSDARG00000070346,hoxc8a,ENSG00000037965,HOXC8
ENSDARG00000045788,avpr1ab,ENSG00000166148,AVPR1A
ENSDARG00000061710,map3k8,ENSG00000107968,MAP3K8
ENSDARG00000044098,egr2a,ENSG00000122877,EGR2
ENSDARG00000053476,lipca,ENSG00000166035,LIPC
ENSDARG00000099403,znf1075,,
ENSDARG00000102501,hoxa5a,ENSG00000106004,HOXA5
ENSDARG00000075599,cdc25d,,
ENSDARG00000037033,ptger2b,ENSG00000125384,PTGER2
ENSDARG00000097968,BX942813.1,,
ENSDARG00000103497,si:dkey-246j6.3,,
ENSDARG00000005150,tbx20,ENSG00000164532,TBX20
ENSDARG00000026444,apoob,ENSG00000184831,APOO
ENSDARG00000105214,agtpbp1,ENSG00000135049,AGTPBP1
ENSDARG00000058733,ihha,ENSG00000163501,IHH
ENSDARG00000070339,hoxc3a,,
ENSDARG00000104341,si:dkey-238o14.1,,
ENSDARG00000018840,trpc4apa,ENSG00000100991,TRPC4AP
ENSDARG00000098569,BX927336.1,,
ENSDARG00000101330,CR382300.3,,
ENSDARG00000105801,CABZ01032472.1,,
ENSDARG00000042816,mmp9,ENSG00000100985,MMP9
ENSDARG00000035181,slc25a46,ENSG00000164209,SLC25A46
ENSDARG00000063194,lin54,ENSG00000189308,LIN54
ENSDARG00000070724,chrna4b,ENSG00000101204,CHRNA4
ENSDARG00000045519,sfmbt2,ENSG00000198879,SFMBT2
ENSDARG00000097696,si:ch73-71c20.5,,
ENSDARG00000091869,zgc:162958,,
ENSDARG00000039852,ftr93,ENSG00000132481,TRIM47
ENSDARG00000101450,si:ch211-215p11.3,,
ENSDARG00000096352,BX957260.1,,
ENSDARG00000103466,ccl35.1,ENSG00000275688,CCL15-CCL14
ENSDARG00000103466,ccl35.1,ENSG00000277632,CCL3
ENSDARG00000103466,ccl35.1,ENSG00000276085,CCL3L3
ENSDARG00000103466,ccl35.1,ENSG00000271503,CCL5
ENSDARG00000103466,ccl35.1,ENSG00000276409,CCL14
ENSDARG00000103466,ccl35.1,ENSG00000275385,CCL18
ENSDARG00000103466,ccl35.1,ENSG00000275302,CCL4
ENSDARG00000103466,ccl35.1,ENSG00000006606,CCL26
ENSDARG00000103466,ccl35.1,ENSG00000274736,CCL23
ENSDARG00000103466,ccl35.1,ENSG00000275152,CCL16
ENSDARG00000103466,ccl35.1,ENSG00000275718,CCL15
ENSDARG00000054400,si:ch211-198n5.11,,
ENSDARG00000034808,kcnip1b,ENSG00000182132,KCNIP1
ENSDARG00000099365,evx1,ENSG00000106038,EVX1
ENSDARG00000060394,mtfr2,ENSG00000146410,MTFR2
ENSDARG00000013871,slc5a1,ENSG00000100191,SLC5A4
ENSDARG00000013871,slc5a1,ENSG00000100170,SLC5A1
ENSDARG00000038225,nras,ENSG00000213281,NRAS
ENSDARG00000038225,nras,ENSG00000133703,KRAS
ENSDARG00000094251,si:ch211-119d14.2,,
ENSDARG00000079880,tas2r200.1,,
ENSDARG00000058346,sass6,ENSG00000156876,SASS6
ENSDARG00000087574,nox1,ENSG00000007952,NOX1
ENSDARG00000042440,p2rx7,ENSG00000089041,P2RX7
ENSDARG00000098384,znf1101,,
ENSDARG00000093518,CT573204.1,,
ENSDARG00000020224,ERGIC2 (1 of many),ENSG00000087502,ERGIC2
ENSDARG00000057683,mcm6,ENSG00000076003,MCM6
ENSDARG00000104561,znf1081,,
ENSDARG00000104162,hoxa11a,ENSG00000005073,HOXA11
ENSDARG00000037361,kdelr2b,ENSG00000136240,KDELR2
ENSDARG00000098101,znf1030,,
ENSDARG00000028379,trub2,ENSG00000167112,TRUB2
ENSDARG00000093328,pimr37,,
ENSDARG00000089547,BX571825.5,,
ENSDARG00000105528,si:dkey-86l18.10,,
ENSDARG00000103247,znf993,,
ENSDARG00000063344,fam162a,ENSG00000183807,FAM162B
ENSDARG00000069378,pard6a,ENSG00000102981,PARD6A
ENSDARG00000093007,mphosph6,ENSG00000135698,MPHOSPH6
ENSDARG00000087999,BX664625.3,,
ENSDARG00000097262,AL808129.1,,
ENSDARG00000103862,hoxa4a,ENSG00000105997,HOXA3
ENSDARG00000103862,hoxa4a,ENSG00000120093,HOXB3
ENSDARG00000103862,hoxa4a,ENSG00000128652,HOXD3
ENSDARG00000105571,CR450827.5,,
ENSDARG00000105424,si:rp71-46j2.7,,
ENSDARG00000104391,pimr67,,
ENSDARG00000001154,rimbp2,ENSG00000060709,RIMBP2
ENSDARG00000055613,zgc:123238,ENSG00000143612,C1orf43
ENSDARG00000093797,BX005254.1,,
ENSDARG00000097745,BX323987.1,,
ENSDARG00000086283,cnsta,ENSG00000162852,CNST
ENSDARG00000010144,plppr3a,ENSG00000129951,PLPPR3
ENSDARG00000074813,btr05,,
ENSDARG00000016818,abcg2d,ENSG00000118777,ABCG2
ENSDARG00000097097,CR394545.1,,
ENSDARG00000076146,zgc:172075,,
ENSDARG00000095586,si:dkey-11e23.9,,
ENSDARG00000010385,sept4a,ENSG00000108387,SEPT4
ENSDARG00000105283,btr19,,
ENSDARG00000032272,sat1b,ENSG00000130066,SAT1
ENSDARG00000105781,zgc:171727,,
ENSDARG00000061862,myo18ab,ENSG00000196535,MYO18A
ENSDARG00000104928,CT030005.2,,
ENSDARG00000019636,yif1a,ENSG00000174851,YIF1A
ENSDARG00000103850,si:cabz01021426.2,,
ENSDARG00000011257,enpp2,ENSG00000136960,ENPP2
ENSDARG00000097014,CU694202.1,,
ENSDARG00000027611,cavin2a,ENSG00000168497,CAVIN2
ENSDARG00000027611,cavin2a,ENSG00000170955,CAVIN3
ENSDARG00000075468,vwa1,ENSG00000179403,VWA1
ENSDARG00000102101,si:ch73-174h16.5,ENSG00000179698,WDR97
ENSDARG00000023174,fez1,ENSG00000149557,FEZ1
ENSDARG00000053155,alg3,ENSG00000214160,ALG3
ENSDARG00000090788,cstf2,ENSG00000177613,CSTF2T
ENSDARG00000090788,cstf2,ENSG00000101811,CSTF2
ENSDARG00000045553,hsd17b2,ENSG00000086696,HSD17B2
ENSDARG00000070939,znf740a,,
ENSDARG00000103684,ap4e1,ENSG00000081014,AP4E1
ENSDARG00000033889,spty2d1,ENSG00000179119,SPTY2D1
ENSDARG00000029720,si:dkeyp-9d4.2,ENSG00000137965,IFI44
ENSDARG00000029720,si:dkeyp-9d4.2,ENSG00000137959,IFI44L
ENSDARG00000053761,si:dkey-187j14.4,,
ENSDARG00000077069,srgn,,
ENSDARG00000105666,CR450827.7,,
ENSDARG00000105316,si:dkey-187j14.7,,
ENSDARG00000093965,BX571825.12,,
ENSDARG00000035175,schip1,ENSG00000283154,IQCJ-SCHIP1
ENSDARG00000035175,schip1,ENSG00000151967,SCHIP1
ENSDARG00000094752,rpe65b,ENSG00000116745,RPE65
ENSDARG00000003835,stom,ENSG00000148175,STOM
ENSDARG00000013800,snrpd3,,
ENSDARG00000087289,zgc:66473,,
ENSDARG00000024167,kcnh1a,ENSG00000284299,AL590132.1
ENSDARG00000024167,kcnh1a,ENSG00000283952,AC092017.3
ENSDARG00000024167,kcnh1a,ENSG00000143473,KCNH1
ENSDARG00000104020,CR450827.1,,
ENSDARG00000004377,ppp1r13ba,ENSG00000088808,PPP1R13B
ENSDARG00000096879,CU462980.1,,
ENSDARG00000017687,dnajc5gb,,
ENSDARG00000052115,ehf,ENSG00000135373,EHF
ENSDARG00000038863,babam2,ENSG00000158019,BABAM2
ENSDARG00000043713,asf1bb,ENSG00000105011,ASF1B
ENSDARG00000002587,dpysl3,ENSG00000113657,DPYSL3
ENSDARG00000020887,armc1l,,
ENSDARG00000087424,si:dkey-187j14.6,,
ENSDARG00000009209,slc9a6a,ENSG00000198689,SLC9A6
ENSDARG00000014329,npm1a,ENSG00000181163,NPM1
ENSDARG00000002945,bgnb,ENSG00000182492,BGN
ENSDARG00000105481,si:ch211-243a20.4,,
ENSDARG00000045351,ccdc58,ENSG00000160124,CCDC58
ENSDARG00000068438,gucd1,ENSG00000138867,GUCD1
ENSDARG00000061177,mov10b.1,ENSG00000155363,MOV10
ENSDARG00000102627,CU856374.1,,
ENSDARG00000073988,mntb,ENSG00000070444,MNT
ENSDARG00000092677,coa6,ENSG00000168275,COA6
ENSDARG00000070343,hoxc6a,ENSG00000197757,HOXC6
ENSDARG00000016630,tprb,,
ENSDARG00000069632,emp1,ENSG00000134531,EMP1
ENSDARG00000058180,exoc3l4,ENSG00000205436,EXOC3L4
ENSDARG00000105599,CR450827.6,,
ENSDARG00000087375,zgc:66473,,
ENSDARG00000105395,BX649385.1,,
ENSDARG00000077810,otud4,,
ENSDARG00000094522,si:ch211-14c7.2,,
ENSDARG00000102264,trim35-22,,
ENSDARG00000020527,nup62l,ENSG00000198088,NUP62CL
ENSDARG00000020527,nup62l,ENSG00000213024,NUP62
ENSDARG00000074697,npdc1a,ENSG00000107281,NPDC1
ENSDARG00000097043,CR932979.1,,
ENSDARG00000055757,tmem9,ENSG00000116857,TMEM9
ENSDARG00000045352,cst14a.2,ENSG00000121552,CSTA
ENSDARG00000045352,cst14a.2,ENSG00000160213,CSTB
ENSDARG00000068262,vamp5,ENSG00000168899,VAMP5
ENSDARG00000033533,ccdc115,ENSG00000136710,CCDC115
ENSDARG00000042894,tyms,ENSG00000176890,TYMS
ENSDARG00000094560,BX005254.2,,
ENSDARG00000059053,slc13a4,ENSG00000164707,SLC13A4
ENSDARG00000026325,mmp11a,ENSG00000099953,MMP11
ENSDARG00000105427,si:dkey-187j14.8,,
ENSDARG00000070338,hoxc4a,ENSG00000198353,HOXC4
ENSDARG00000052037,trim35-1,,
ENSDARG00000078093,zgc:172065,,
ENSDARG00000041998,zgc:113337,ENSG00000091972,CD200
ENSDARG00000007383,kcnk6,ENSG00000099337,KCNK6
ENSDARG00000015474,ppp2r5ea,ENSG00000154001,PPP2R5E
ENSDARG00000103224,si:ch73-350k19.1,,
ENSDARG00000091922,BX284679.1,,
ENSDARG00000099664,sep15,ENSG00000183291,SELENOF
ENSDARG00000070337,hoxc1a,,
ENSDARG00000025518,F8A2,ENSG00000277203,F8A1
ENSDARG00000025518,F8A2,ENSG00000274791,F8A2
ENSDARG00000025518,F8A2,ENSG00000277150,F8A3
ENSDARG00000053272,RAP1GAP (1 of many),ENSG00000076864,RAP1GAP
ENSDARG00000099342,crfb15,ENSG00000249624,AP000295.1
ENSDARG00000099342,crfb15,ENSG00000243646,IL10RB
ENSDARG00000097821,CR933839.1,,
ENSDARG00000071389,si:dkey-78l4.6,ENSG00000172232,AZU1
ENSDARG00000071389,si:dkey-78l4.6,ENSG00000197561,ELANE
ENSDARG00000071389,si:dkey-78l4.6,ENSG00000196415,PRTN3
ENSDARG00000074066,tas2r200.2,,
ENSDARG00000105239,ecm1b,ENSG00000143369,ECM1
ENSDARG00000074016,ptgfr,ENSG00000122420,PTGFR
ENSDARG00000025468,bnip3la,ENSG00000104765,BNIP3L
ENSDARG00000054292,si:ch211-14a17.11,ENSG00000179933,C14orf119
ENSDARG00000013279,znf76,ENSG00000065029,ZNF76
ENSDARG00000086703,si:dkey-126g1.7,,
ENSDARG00000029308,prr15lb,ENSG00000167183,PRR15L
ENSDARG00000070340,hoxc5a,ENSG00000273049,AC012531.3
ENSDARG00000070340,hoxc5a,ENSG00000172789,HOXC5
ENSDARG00000097833,BX571712.1,,
ENSDARG00000043198,si:rp71-1i20.2,,
ENSDARG00000094005,si:dkey-98j1.5,,
ENSDARG00000074378,junba,ENSG00000171223,JUNB
ENSDARG00000031435,zgc:56493,ENSG00000168454,TXNDC2
ENSDARG00000031435,zgc:56493,ENSG00000204193,TXNDC8
ENSDARG00000031435,zgc:56493,ENSG00000136810,TXN
ENSDARG00000094692,CR384089.1,,
ENSDARG00000089681,btf3l4,ENSG00000134717,BTF3L4
ENSDARG00000014059,cldn5b,ENSG00000184113,CLDN5
ENSDARG00000088699,pdzd8,ENSG00000165650,PDZD8
ENSDARG00000053666,myb,ENSG00000118513,MYB
ENSDARG00000010553,mmgt1,ENSG00000169446,MMGT1
ENSDARG00000068507,crybb1,ENSG00000100122,CRYBB1
ENSDARG00000100388,abhd5b,ENSG00000011198,ABHD5
ENSDARG00000104685,grk1b,,
ENSDARG00000059327,gata2a,ENSG00000179348,GATA2
ENSDARG00000096873,CR626887.1,,
ENSDARG00000097425,CU638870.1,,
ENSDARG00000070011,si:ch211-167j6.4,ENSG00000188886,ASTL
ENSDARG00000097150,BX005254.4,,
ENSDARG00000073844,si:dkey-85k7.10,,
ENSDARG00000069857,coq3,ENSG00000132423,COQ3
ENSDARG00000017785,zgc:158689,,
ENSDARG00000075332,si:ch211-119d14.3,,
ENSDARG00000070348,hoxc10a,ENSG00000180818,HOXC10
ENSDARG00000036394,pop7,ENSG00000172336,POP7
ENSDARG00000025788,chp2,ENSG00000166869,CHP2
ENSDARG00000074772,ccl44,,
ENSDARG00000037429,tll1,ENSG00000038295,TLL1
ENSDARG00000058409,si:ch211-167j6.5,ENSG00000188886,ASTL
ENSDARG00000039211,zgc:77439,,
ENSDARG00000096956,BX005254.3,,
ENSDARG00000022518,pex5la,ENSG00000114757,PEX5L
ENSDARG00000097576,VAMP1 (1 of many),ENSG00000139190,VAMP1
ENSDARG00000095457,si:ch211-147d7.5,,
ENSDARG00000092809,hoxc9a,ENSG00000180806,HOXC9
ENSDARG00000023694,spon1b,,
ENSDARG00000061242,tuft1a,ENSG00000143367,TUFT1
ENSDARG00000096445,si:ch211-214p16.3,ENSG00000163803,PLB1
ENSDARG00000055163,epoa,ENSG00000130427,EPO
ENSDARG00000038553,BX890608.1,,
ENSDARG00000063701,rreb1a,ENSG00000124782,RREB1
ENSDARG00000095164,CU469530.1,,
ENSDARG00000043279,aqp12,ENSG00000184945,AQP12A
ENSDARG00000043279,aqp12,ENSG00000185176,AQP12B
ENSDARG00000077764,faah,ENSG00000117480,FAAH
ENSDARG00000005172,dynll2b,ENSG00000264364,DYNLL2
ENSDARG00000006832,galnt9,ENSG00000182870,GALNT9
ENSDARG00000033614,rasgef1ba,ENSG00000138670,RASGEF1B
ENSDARG00000099299,si:ch1073-83n3.2,,
ENSDARG00000055900,zswim5,ENSG00000162415,ZSWIM5
ENSDARG00000076155,mtpap,ENSG00000107951,MTPAP
ENSDARG00000023279,psmd4b,ENSG00000159352,PSMD4
ENSDARG00000017386,sobpb,,
ENSDARG00000030781,acads,ENSG00000122971,ACADS
ENSDARG00000054290,acin1a,ENSG00000100813,ACIN1
ENSDARG00000006427,fabp2,ENSG00000145384,FABP2
ENSDARG00000069331,trip6,ENSG00000087077,TRIP6
ENSDARG00000070670,crip2,ENSG00000182809,CRIP2
ENSDARG00000020015,mrps33,ENSG00000090263,MRPS33
ENSDARG00000003570,hsp90b1,ENSG00000166598,HSP90B1
ENSDARG00000092791,BX323038.1,,
ENSDARG00000060196,lhpp,ENSG00000107902,LHPP
ENSDARG00000063169,ubn1,ENSG00000118900,UBN1
ENSDARG00000100317,ahsa1b,ENSG00000100591,AHSA1
ENSDARG00000031587,flvcr1,ENSG00000162769,FLVCR1
ENSDARG00000079931,snx19b,ENSG00000120451,SNX19
ENSDARG00000105662,FP015866.4,,
ENSDARG00000094428,si:dkey-31f5.8,,
ENSDARG00000004111,esr1,ENSG00000091831,ESR1
ENSDARG00000003751,lats1,ENSG00000131023,LATS1
ENSDARG00000099742,heatr1,ENSG00000119285,HEATR1
ENSDARG00000010384,lpar5a,ENSG00000184574,LPAR5
ENSDARG00000102499,BX511227.2,,
ENSDARG00000076066,march6,ENSG00000145495,MARCH6
ENSDARG00000035167,mrpl48,ENSG00000175581,MRPL48
ENSDARG00000089556,si:dkey-63j12.4,,
ENSDARG00000012942,itgb5,ENSG00000082781,ITGB5
ENSDARG00000092855,SRBD1,ENSG00000068784,SRBD1
ENSDARG00000092679,AL954134.2,,
ENSDARG00000014499,nutf2l,,
ENSDARG00000098175,dgkab,ENSG00000065357,DGKA
ENSDARG00000086957,si:dkeyp-118a3.2,,
ENSDARG00000076499,usp53b,ENSG00000145390,USP53
ENSDARG00000095727,CU657925.1,,
ENSDARG00000079128,becn1,ENSG00000196289,BECN2
ENSDARG00000079128,becn1,ENSG00000126581,BECN1
ENSDARG00000101713,scn2b,ENSG00000149575,SCN2B
ENSDARG00000070261,crlf3,ENSG00000176390,CRLF3
ENSDARG00000076694,si:dkey-145c18.2,ENSG00000105835,NAMPT
ENSDARG00000100908,lcor,,
ENSDARG00000058319,cep76,ENSG00000101624,CEP76
ENSDARG00000036569,bach2a,,
ENSDARG00000062235,lrrc34,ENSG00000171757,LRRC34
ENSDARG00000077083,avpr1aa,ENSG00000166148,AVPR1A
ENSDARG00000000943,dzip1,,
ENSDARG00000092071,ABHD12B (1 of many),ENSG00000131969,ABHD12B
ENSDARG00000105421,BX324006.1,,
ENSDARG00000074098,si:ch211-86h15.1,,
ENSDARG00000073808,WDR31,ENSG00000148225,WDR31
ENSDARG00000068323,astn1,ENSG00000152092,ASTN1
ENSDARG00000020871,ptprz1b,ENSG00000106278,PTPRZ1
ENSDARG00000028163,prg4b,ENSG00000273171,AC002094.3
ENSDARG00000028163,prg4b,ENSG00000116690,PRG4
ENSDARG00000104824,CU929073.1,,
ENSDARG00000088891,slc23a3,ENSG00000213901,SLC23A3
ENSDARG00000078285,pik3ap1,ENSG00000155629,PIK3AP1
ENSDARG00000002634,b4galt1,ENSG00000086062,B4GALT1
ENSDARG00000017427,phf20l1,,
ENSDARG00000092226,CT573163.1,,
ENSDARG00000002213,invs,ENSG00000119509,INVS
ENSDARG00000026403,hephl1b,ENSG00000181333,HEPHL1
ENSDARG00000093785,taar17a,,
ENSDARG00000097550,CT573103.1,,
ENSDARG00000092166,si:dkey-147f3.8,ENSG00000116663,FBXO6
ENSDARG00000092166,si:dkey-147f3.8,ENSG00000132879,FBXO44
ENSDARG00000051785,dhx33,ENSG00000005100,DHX33
ENSDARG00000057062,si:dkey-157g16.6,ENSG00000261308,FIGNL2
ENSDARG00000041400,ndufa3,ENSG00000170906,NDUFA3
